"시도명",시군구명,시군구코드,도로명,상세위치,지정방향구분코드,금지구역총연장,주정차금지유형코드,평일주정차금지시작시각,평일주정차금지종료시각,평일주정차금지허용시간,토요일주정차금지시작시각,토요일주정차금지종료시각,토요일주정차금지허용시간,공휴일주정차금지시작시각,공휴일주정차금지종료시각,공휴일주정차금지허용시간,명절허용여부,시행일자,해제일자,관리기관명,관리기관전화번호,데이터기준일자
"부산광역시",사상구,26530,부산광역시 사상구 주감로,진구경계~사상로104번길(중앙빌라),01,2.7,01,00:00,24:00,,00:00,24:00,,00:00,24:00,,N,1900-01-01,2100-01-01,부산광역시 사상구청,051-310-4506,2019-02-20
"부산광역시",사상구,26530,부산광역시 사상구 주례로,트윈타워~ 수야미용실,01,1.6,01,00:00,24:00,,00:00,24:00,,00:00,24:00,,N,1900-01-01,2100-01-01,부산광역시 사상구청,051-310-4506,2019-02-20
"부산광역시",사상구,26530,부산광역시 사상구 주례로9번길,CU~진사로,01,0.45,01,00:00,24:00,,00:00,24:00,,00:00,24:00,,N,1900-01-01,2100-01-01,부산광역시 사상구청,051-310-4506,2019-02-20
"부산광역시",사상구,26530,부산광역시 사상구 주례로10번길,유진헤어~CU사상정원점,01,0.7,01,00:00,24:00,,00:00,24:00,,00:00,24:00,,N,1900-01-01,2100-01-01,부산광역시 사상구청,051-310-4506,2019-02-20
"부산광역시",사상구,26530,부산광역시 사상구 주례로139번길,주례지구대~,01,0.4,01,00:00,24:00,,00:00,24:00,,00:00,24:00,,N,1900-01-01,2100-01-01,부산광역시 사상구청,051-310-4506,2019-02-20
"부산광역시",사상구,26530,부산광역시 사상구 주례로149번길,주례로~,01,0.1,01,00:00,24:00,,00:00,24:00,,00:00,24:00,,N,1900-01-01,2100-01-01,부산광역시 사상구청,051-310-4506,2019-02-20
"부산광역시",사상구,26530,부산광역시 사상구 주례로27번길,토담하우~락양고기전문점,01,0.25,01,00:00,24:00,,00:00,24:00,,00:00,24:00,,N,1900-01-01,2100-01-01,부산광역시 사상구청,051-310-4506,2019-02-20
"부산광역시",사상구,26530,부산광역시 사상구 주례로28번길,락양고기전문점~주례여중,01,0.36,01,00:00,24:00,,00:00,24:00,,00:00,24:00,,N,1900-01-01,2100-01-01,부산광역시 사상구청,051-310-4506,2019-02-20
"부산광역시",사상구,26530,부산광역시 사상구 주례로34번길,주례성당~경남정보대,01,0.5,01,00:00,24:00,,00:00,24:00,,00:00,24:00,,N,1900-01-01,2100-01-01,부산광역시 사상구청,051-310-4506,2019-02-20
"부산광역시",사상구,26530,부산광역시 사상구 학감대로,사상근린공원~구덕터널,01,3.5,01,00:00,24:00,,00:00,24:00,,00:00,24:00,,N,1900-01-01,2100-01-01,부산광역시 사상구청,051-310-4506,2019-02-20
"부산광역시",사상구,26530,부산광역시 사상구 학감대로39번길,구덕터널입구~부산노인건강센터,01,0.6,01,00:00,24:00,,00:00,24:00,,00:00,24:00,,N,1900-01-01,2100-01-01,부산광역시 사상구청,051-310-4506,2019-02-20
"부산광역시",사상구,26530,부산광역시 사상구 학감대로49번길,구학초등학교~구덕대림아파트,01,0.7,01,00:00,24:00,,00:00,24:00,,00:00,24:00,,N,1900-01-01,2100-01-01,부산광역시 사상구청,051-310-4506,2019-02-20
"부산광역시",사상구,26530,부산광역시 사상구 학감대로123번길,신신장여관~학장삼성아파트,01,0.5,01,00:00,24:00,,00:00,24:00,,00:00,24:00,,N,1900-01-01,2100-01-01,부산광역시 사상구청,051-310-4506,2019-02-20
